"Location";"AdmArea";"District";"WorkStartDate";"WorkEndDate";"WorkType";"WorkStatus";"global_id";"NameOrg";"geodata_center";"geoarea";
"Научный проезд, дом 4А";"Южный административный округ";"район Черёмушки";"20.02.2020";"30.07.2020";"прочие";"идут";"1037114392";"ПАО «МОЭК»";"01010000007A172B190DC64240FCCE065314D44B40";"";
"Эльдорадовский переулок, дом 5";"Северный административный округ";"район Аэропорт";"20.04.2020";"30.07.2020";"прочие";"идут";"1037114954";"ПАО «МОЭК»";"01010000000FC33E5700C64240F9D0718F46E64B40";"";
"Стромынский переулок, дом 23, корпус 1";"Восточный административный округ";"район Сокольники";"30.06.2020";"30.07.2020";"прочие";"не начаты";"1037115322";"ПАО «МОЭК»";"010100000028B81E47F5D84240846803B85DE54B40";"";
"Криворожская ул., дом 19";"Южный административный округ";"Нагорный район";"30.06.2020";"30.07.2020";"прочие";"не начаты";"1037115519";"ПАО «МОЭК»";"01010000001AB81E538ACE4240A1B7E80B93D54B40";"";
"Большая Внуковская улица, дом 18";"Новомосковский административный округ";"район Внуково";"30.06.2020";"30.07.2020";"прочие";"не начаты";"1037115729";"ПАО «МОЭК»";"0101000000AF0177DA59A64240463B6CD4FBCD4B40";"";
"Олеко Дундича улица, дом 3";"Западный административный округ";"район Филёвский Парк";"30.06.2020";"30.07.2020";"прочие";"не начаты";"1037116061";"ПАО «МОЭК»";"0101000000EC8D1D89E8BF424038924715C8DE4B40";"";
"Новоостаповская улица, дом 11, строение 9";"Юго-Восточный административный округ";"Южнопортовый район";"30.06.2020";"30.07.2020";"прочие";"не начаты";"1037116395";"ПАО «МОЭК»";"010100000094557BDA97D64240167488B554DC4B40";"";
"г.Москва, ЮЗАО, ул. Профсоюзная, д 85, к. 1";"Юго-Западный административный округ";"район Коньково";"07.04.2020";"29.12.2020";"прочие";"закончены";"1037120011";"ГУП «Мосводосток»";"0101000000C05F73DE84C342402D233DE854D24B40";"";
"г. Москва, ВАО, ул. Ивантеевская, д. 21";"Восточный административный округ";"район Богородское";"15.06.2020";"04.10.2020";"прочие";"закончены";"1037120549";"ГУП «Мосводосток»";"01010000004DC2A0E7B7DD4240F14FDFA16CE84B40";"";
"улица Шверника, вл.6";"Юго-Западный административный округ";"Академический район";"19.03.2020";"07.07.2020";"прочие";"закончены";"1037122463";"ГУП «Мосводосток»";"01010000003234A47E99CA42400A303D2DB2D84B40";"";
"ул. Партизанская";"Западный административный округ";"район Кунцево";"06.04.2020";"15.07.2020";"прочие";"закончены";"1037130962";"ГУП «Мосводосток»";"010100000021AE1773B6B34240744C2DE8C8DE4B40";"";
"улица Люблинская, влд. 113";"Юго-Восточный административный округ";"район Люблино";"11.02.2020";"10.08.2020";"прочие";"закончены";"1037395888";"ГУП «Мосводосток»";"0101000000CF25528895DE4240EB0E5603C9D64B40";"";
"Улица Верхние поля, вл.19, к.2";"Юго-Восточный административный округ";"район Люблино";"15.05.2020";"30.06.2020";"прочие";"закончены";"1037402076";"ГУП «Мосводосток»";"01010000002DB89EC40EE04240AEBA035481D54B40";"";
"Варшавское шоссе, 100";"Южный административный округ";"Нагорный район";"15.06.2020";"30.06.2020";"прочие";"закончены";"1037405257";"ГУП «Мосводосток»";"01010000002013E78D3DCF4240F3AA141BA8D24B40";"";
"Улица Люблинская, вл. 111, корп. 2";"Юго-Восточный административный округ";"район Люблино";"24.05.2020";"20.09.2020";"прочие";"закончены";"1037406287";"ГУП «Мосводосток»";"01010000005149A5E18BDE42402053827723D74B40";"";
"Улица Радужная, 6";"Новомосковский административный округ";"поселение Московский";"24.06.2020";"27.08.2020";"прочие";"закончены";"1037421145";"ГУП «Мосводосток»";"01010000006726417951AF42407093C1BCDECB4B40";"";
"проезд Черепановых дом 64 корпус 2 строение 1 , улица Большая Академическая дом 73 корпус 4 , дом 77А строение 3 , улица Большая Академическая, дом 77 корпус 3 , Академическая Болольшая улица дом 79 корпус 3 , улица Лихоборские Бугры дом 3 , дом 5 , дом 8";"Северный административный округ";"район Капотня";"02.06.2020";"20.10.2020";"прочие";"идут";"1037608294";"АО «Мосгаз»";"0101000000ACD994F8A3C6424009168B00F8EB4B40";"";
"1. Улица 6-я Парковая д 52
2. Улица 5-я Парковая д 20
3. Улица Нижняя Первомайская д 8
4. Заводской проезд, д 8";"Восточный административный округ";"район Измайлово";"03.06.2020";"20.09.2020";"прочие";"закончены";"1037825210";"АО «Мосгаз»";"0101000000AA13573EF6E442403CC414EF1DE54B40";"";
"ул. Красная Пресня, ул. Малая Грузинская, ул. Климашкина, Зоологический пер.,";"Центральный административный округ";"Пресненский район";"03.06.2020";"30.06.2020";"прочие";"закончены";"1037826388";"АО «Мосгаз»";"01010000007BAC2514C8C8424047B7D8A247E24B40";"";
"улица Палехская дом 21 - дом 137
дублер Ярославского шоссе дом 121 - дом 130 корпус 1";"Северо-Восточный административный округ";"Ярославский район";"03.06.2020";"15.06.2020";"прочие";"закончены";"1037828684";"АО «Мосгаз»";"0101000000D8B0272A7BDB42403006E03FE3EF4B40";"";
"Даниловская наб. в районе Железнодорожного проезда
Автозаводская улица в ройне дом 27";"Южный административный округ";"Даниловский район";"03.06.2020";"25.12.2020";"прочие";"идут";"1037829816";"АО «Мосгаз»";"010100000033B81EA706D142400C987DD1BADA4B40";"";
"проезд Завода Серп и Молот дом 4 , проезд Завода Серп и Молот дом 10 , проезд Завода Серп и Молот дом 8 , проезд Завода Серп и Молот дом 6
проезд Завода Серп и Молот дом 12 , проезд Завода Серп и Молот дом 5 , улица Красноказарменная дом 12 строение 9 - улица Красноказарменная дом 14 строение 6";"Восточный административный округ";"район Лефортово";"03.06.2020";"30.08.2020";"прочие";"закончены";"1037834422";"АО «Мосгаз»";"010100000073EC8E3CC5D94240327F99D96DE04B40";"";
"улица Щепкина от пересечение с Напрудным переулком - улица Щепкина пересечение с улица Трифоновская , улица Щепкина пересечение с улица Трифоновская - улица Верземнека пересечение с Трифоновская , улица Верземнека от пересечение с улица Трифоновская - улица Верземнека дом 2 , улица Трифоновская от пересечение с улица Верземнека - улица Трифоновская дом 61 корпус 2 , улица Трифоновская дом 61 корпус 1 - улица Трифоновская пересечение с улица Гиляровского , улица Трифоновская пересечение с улица Гиляровского - улица Трифоновская до улица Проспект Мира дом 77 корпус 1";"Центральный административный округ";"Мещанский район";"03.06.2020";"25.12.2020";"прочие";"идут";"1037837510";"АО «Мосгаз»";"0101000000907DDCC784D042405CD850631FE54B40";"";
"Ул. Первомайская, д.60 и д.56";"Восточный административный округ";"район Измайлово";"03.06.2020";"28.12.2020";"прочие";"идут";"1037837896";"АО «Мосгаз»";"0101000000D2B0FF55B1E54240ED5ADB0485E54B40";"";
"1 Врачебный проезд дом 3 - дом 4 , 2 Врачебный проезд дом 5 - Врачебный проезд дом 2";"Северо-Западный административный округ";"район Покровское-Стрешнево";"03.06.2020";"20.12.2020";"прочие";"идут";"1037838226";"АО «Мосгаз»";"0101000000E53A0DE1D9BA4240DADA2A4908E84B40";"";
"1 5 я Кожуховская улица дом 12 - дом 28";"Центральный административный округ";"Даниловский район";"03.06.2020";"30.08.2020";"прочие";"закончены";"1037838855";"АО «Мосгаз»";"01010000002DBFB9508ED542403D4FFC9744DA4B40";"";
"улица 1-я Прогонная в районе дом 7А";"Восточный административный округ";"район Богородское";"08.06.2020";"30.08.2020";"прочие";"закончены";"1037840703";"АО «Мосгаз»";"0101000000445195437ADA4240A23C4F22CDE74B40";"";
"1 3й Крутицкий переулок в районе Саринского проезда дом 13 , строение 5 дом 13 строение 2 , 2 3й Крутицкий переулок владение 17 сооружение 1 - Крутицкая набережная в районе Саринского проезда дом 13 строение.4 , 3 2й Крутицкий перелок дом 8.22 , улица Крутицкий Вал , 4 Лавров переулок дом 5 , 5 Динамовская улица дом 9 строение 1";"Центральный административный округ";"Таганский район";"03.06.2020";"30.07.2020";"прочие";"закончены";"1037842197";"АО «Мосгаз»";"0101000000B62AF9565ED44240451FA1A276DD4B40";"";
"1 Варшавское шоссе в районе дом 56 строение 10 - Симферопольский проезд в районе дом 9 , 2 Симферопольский проезд в районе дом 20 - дом 11";"Юго-Западный административный округ";"район Зюзино";"03.06.2020";"17.09.2020";"прочие";"идут";"1037842587";"АО «Мосгаз»";"0101000000EFEBEA97A3CE4240E205415701D54B40";"";
"1 улица Малая Семеновская дом 15.17 - улица Малая Семеновская дом 11 , 2 улица Малая Семеновская дом 5 - Медовый переулок дом 5";"Восточный административный округ";"район Преображенское";"19.11.2020";"20.04.2021";"прочие";"идут";"1037843389";"АО «Мосгаз»";"01010000000CA694E915DB4240046E77936DE44B40";"";
"1 улица Удальцова дом 31А - Проспект Вернадского дом 49 , 2 Проспект Вернадского дом 49 , 3 Проспект Вернадского дом 49 - улица Удальцова дом 3 корпус 2 строение 1 , 4 улица Удальцова дом 3 корпус 2 строение 1 - Ленинский проспект дом 108 строение 1 , 5 Ленинский проспект дом 108 строение 1 - Ленинский проспект дом 110 корпус 3 строение 1 , 6 Ленинский проспект дом 108 строение 1 , 7 Ленинский проспект дом 108 , 8 Улица. Удальцова дом 3 корпус 2 строение 1 - Ленинский проспект дом 96";"Зеленоградский административный округ";"район Проспект Вернадского";"03.06.2020";"15.10.2020";"прочие";"идут";"1037844238";"АО «Мосгаз»";"0101000000417875D11BC14240D415BC6E19D64B40";"";
"Карамышинская набережная дом 26 корпус 1";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"03.06.2020";"30.06.2020";"прочие";"закончены";"1037847525";"АО «Мосгаз»";"0101000000F3F62E4C3BBD4240A82323B477E24B40";"";
"улица Авиаторов дом 30";"Западный административный округ";"район Солнцево";"03.06.2020";"15.07.2020";"прочие";"закончены";"1037848230";"АО «Мосгаз»";"01010000007DEF394A5AB442405749E66221D24B40";"";
"Коровинское шоссе дом 16 Г строение 1";"Северный административный округ";"Дмитровский район";"03.06.2020";"30.06.2020";"прочие";"закончены";"1037848633";"АО «Мосгаз»";"010100000060C896DC4DC342405600D0AD16F04B40";"";
"улица Кастанаевская дом 42 корпус 1 - улица Кастанаевская дом 37";"Западный административный округ";"район Филёвский Парк";"28.07.2020";"14.08.2020";"прочие";"закончены";"1037851026";"АО «Мосгаз»";"01010000002BA0FF408CBC4240C9825FB5FFDD4B40";"";
"1 Вагоноремонтная улица дом 16 строение 1 - Вагоноремонтная улица дом 14 строение 1 , 2 Вагоноремонтная улица дом 14 строение 1 - Вагоноремонтная улица дом 4а строение 7 , 3 Вагоноремонтная улица дом 16 строение 1 - Вагоноремонтная улица дом 4а строение 7";"Северный административный округ";"Дмитровский район";"03.06.2020";"29.12.2020";"прочие";"идут";"1037852069";"АО «Мосгаз»";"010100000073EC36E2CEC2424003CE4A3B52F34B40";"";
"Петровско - Разумовский проезд дом 22 корпус 8 , дом 23.1 , 25 корпус 1 , дом 28 строение 8 , дом 29 , 4 я Вятская улица дом 37";"Северный административный округ";"Савёловский район";"15.06.2020";"30.06.2020";"прочие";"закончены";"1037856731";"АО «Мосгаз»";"01010000004D4B219D3EC842407E87320CA0E64B40";"";
"улица Миклухо - Маклая , улица Саморы Машела дом 1 строение 6";"Юго-Западный административный округ";"Обручевский район";"08.06.2020";"30.08.2020";"прочие";"закончены";"1037863551";"АО «Мосгаз»";"010100000058B37F4D7CBF4240D9A73DAAE1D34B40";"";
"улица Шверника улица Гримау улица Дмитрия Ульянова";"Юго-Западный административный округ";"Академический район";"15.06.2020";"15.10.2020";"прочие";"идут";"1037865858";"АО «Мосгаз»";"0101000000DE9FEF8F7ECA42407BB1482150D84B40";"";
"Лихоборска набережная дом 14";"Северный административный округ";"Головинский район";"04.06.2020";"15.06.2020";"прочие";"закончены";"1037897358";"АО «Мосгаз»";"0101000000A8F15DBF55C442403210564D2BED4B40";"";
"Набережная Новикова Прибоя дом 1 корпус 1 строение 1";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"08.06.2020";"30.09.2020";"прочие";"идут";"1037897749";"АО «Мосгаз»";"0101000000AF67CF5C5FB9424074D22D7000E44B40";"";
"Путепровод Совхоз 1 мая";"Восточный административный округ";"район Восточное Измайлово";"01.06.2020";"23.06.2020";"прочие";"закончены";"1037908151";"ГБУ «Гормост»";"010100000065B81E290FEC4240F868BD3E81E24B40";"";
"Фирсановский мост";"Зеленоградский административный округ";"район Савёлки";"01.06.2020";"31.12.2020";"прочие";"идут";"1037908701";"ГБУ «Гормост»";"01010000001BB89E757EA14240E3A1B7E775FC4B40";"";
"мост 102 км МКАД";"Восточный административный округ";"район Гольяново";"01.06.2020";"28.10.2020";"прочие";"идут";"1037909173";"ГБУ «Гормост»";"01010000000EB81EA14EE94240196BA26DA4EA4B40";"";
"улица Щепкина , Больничный переулок , улица Гиляровского";"Центральный административный округ";"Мещанский район";"01.06.2020";"30.12.2020";"прочие";"идут";"1037911752";"АО «Мосгаз»";"01010000006A70AB5792D04240DA30C0118AE44B40";"";
"Сибирский проезд дом 5
Малая Калитниковская дом 20к1
Малый Калитниковский переулок дом 1 47 строение 1
Малый Калитниковский переулок дом 47 А корпус 1
Малый Калитниковский переулок дом 47 А корпус 2
Средняя Калитниковская улица дом 24";"Центральный административный округ";"Таганский район";"08.06.2020";"31.10.2020";"прочие";"идут";"1037920718";"АО «Мосгаз»";"010100000094E82D0BA8D74240CA6D40E6DBDD4B40";"";
"Ленинский проспект дом 62 , 1";"Юго-Западный административный округ";"Гагаринский район";"28.07.2020";"05.08.2020";"прочие";"закончены";"1037924569";"АО «Мосгаз»";"01010000003F7BA822E7C6424022F1E554C5D84B40";"";
"1 улица Воронцовская дом 35 Б копус 3
2 улица Воронцовская дом 35 Б корпус 3 , улица Марксистская дом 34 корпус 6 , улица Марксистская дом 3 4 корпус 8
3 Талалихина улица дом 6 строение.2
4 Талалихина улица дом 12 строение 7
5 Талалихина улица дом 6 строение 2 , Талалихина улица дом 12 строение 7 , Брошевский переулок дом 6 строение.1";"Центральный административный округ";"Таганский район";"08.06.2020";"15.11.2020";"прочие";"закончены";"1037933285";"АО «Мосгаз»";"0101000000090000445AD64240D9C3CF5249DE4B40";"";
"1 переулок Хользунова дом 14 строение 1
2 переулок Хользунова дом 10
3 переулок Хользунова дом 24 строение 1
4 Ольсуфьевский переулок дом 2-4 дом 9
5 переулок Несвижский дом 6";"Центральный административный округ";"район Хамовники";"28.07.2020";"25.10.2020";"прочие";"идут";"1037947381";"АО «Мосгаз»";"0101000000758FF90D65CA42407E031FCEACDD4B40";"";
"Смольная улица дом 25 - Смольная улица дом 19 корпус 1";"Северный административный округ";"Головинский район";"28.07.2020";"30.10.2020";"прочие";"идут";"1037951399";"АО «Мосгаз»";"01010000005FC862D3BDBF4240F412FC268FEC4B40";"";
